Date,Min temp.
110101,3.0512099266052246
110102,2.742581367492676
110103,2.6309149265289307
110104,2.602924346923828
110105,2.5981578826904297
110106,2.5964717864990234
110107,2.593174934387207
110108,2.587968587875366
110109,2.5816216468811035
110110,2.574791193008423
110111,2.5678822994232178
110112,2.56113600730896
110113,2.5546936988830566
110114,2.5485970973968506
110115,2.5430397987365723
110116,2.5382542610168457
110117,2.5343565940856934
110118,2.5311119556427
110119,2.5282201766967773
110120,2.525603771209717
110121,2.5235135555267334
110122,2.5226235389709473
110123,2.5238630771636963
110124,2.5269672870635986
110125,2.531360149383545
110126,2.5362932682037354
110127,2.540985584259033
110128,2.551389217376709
110129,2.5702080726623535
110130,2.598867416381836
110131,2.6511247158050537
110201,2.688620090484619
110202,2.707206964492798
110203,2.733207941055298
110204,2.800870895385742
110205,2.9841198921203613
110206,3.326502799987793
110207,3.7098000049591064
110208,4.0601677894592285
110209,4.311739444732666
110210,4.469825744628906
110211,4.557645320892334
110212,4.64343786239624
110213,4.7424845695495605
110214,4.835624694824219
110215,4.925542831420898
110216,5.015394687652588
110217,5.126437187194824
110218,5.2769880294799805
110219,5.430400371551514
110220,5.564524173736572
110221,5.682735443115234
110222,5.7957444190979
110223,5.910641670227051
110224,6.0294880867004395
110225,6.152519702911377
110226,6.279507160186768
110227,6.411731243133545
110228,6.54986572265625
110301,6.6936845779418945
110302,6.842398166656494
110303,6.9956512451171875
110304,7.1537299156188965
110305,7.316921710968018
110306,7.485115051269531
110307,7.657932281494141
110308,7.835076332092285
110309,8.016332626342773
110310,8.201467514038086
110311,8.390213012695312
110312,8.582359313964844
110313,8.777832984924316
110314,8.976520538330078
110315,9.177457809448242
110316,9.379155158996582
110317,9.58203125
110318,9.786500930786133
110319,9.990551948547363
110320,10.194628715515137
110321,10.400324821472168
110322,10.60558032989502
110323,10.814969062805176
110324,11.028594970703125
110325,11.245518684387207
110326,11.463173866271973
110327,11.682842254638672
110328,11.903441429138184
110329,12.12379264831543
110330,12.343039512634277
110331,12.560521125793457
110401,12.775582313537598
110402,12.98902416229248
110403,13.19799518585205
110404,13.399996757507324
110405,13.59354019165039
110406,13.777318954467773
110407,13.9540433883667
110408,14.125404357910156
110409,14.291006088256836
110410,14.4501953125
110411,14.6025390625
110412,14.7477388381958
110413,14.885004997253418
110414,15.01447582244873
110415,15.136998176574707
110416,15.252111434936523
110417,15.36049747467041
110418,15.462523460388184
110419,15.557506561279297
110420,15.645998001098633
110421,15.728068351745605
110422,15.80406665802002
110423,15.875263214111328
110424,15.94256591796875
110425,16.006803512573242
110426,16.06844139099121
110427,16.12742805480957
110428,16.183422088623047
110429,16.236913681030273
110430,16.28853416442871
110501,16.33873176574707
110502,16.387874603271484
110503,16.43627166748047
110504,16.484209060668945
110505,16.531965255737305
110506,16.5798282623291
110507,16.628101348876953
110508,16.67709732055664
110509,16.727148056030273
110510,16.778608322143555
110511,16.83168601989746
110512,16.886882781982422
110513,16.94468879699707
110514,17.005535125732422
110515,17.069917678833008
110516,17.138444900512695
110517,17.21162986755371
110518,17.289897918701172
110519,17.373607635498047
110520,17.463682174682617
110521,17.560901641845703
110522,17.666004180908203
110523,17.77963638305664
110524,17.90264892578125
110525,18.035694122314453
110526,18.179452896118164
110527,18.334869384765625
110528,18.502391815185547
110529,18.680734634399414
110530,18.872072219848633
110531,19.076274871826172
110601,19.292579650878906
110602,19.519840240478516
110603,19.755809783935547
110604,19.997209548950195
110605,20.243568420410156
110606,20.4926700592041
110607,20.742279052734375
110608,20.988502502441406
110609,21.231672286987305
110610,21.469715118408203
110611,21.70001792907715
110612,21.91807746887207
110613,22.120361328125
110614,22.307518005371094
110615,22.47870445251465
110616,22.631351470947266
110617,22.764806747436523
110618,22.87966537475586
110619,22.977291107177734
110620,23.0610294342041
110621,23.132204055786133
110622,23.193029403686523
110623,23.24488067626953
110624,23.28855323791504
110625,23.325366973876953
110626,23.35633659362793
110627,23.382116317749023
110628,23.40312957763672
110629,23.41975975036621
110630,23.432546615600586
110701,23.442251205444336
110702,23.44968032836914
110703,23.455575942993164
110704,23.46061897277832
110705,23.46515655517578
110706,23.469324111938477
110707,23.473175048828125
110708,23.476720809936523
110709,23.47998046875
110710,23.48296356201172
110711,23.48567771911621
110712,23.488143920898438
110713,23.490375518798828
110714,23.492380142211914
110715,23.494184494018555
110716,23.49580192565918
110717,23.497243881225586
110718,23.49852752685547
110719,23.499664306640625
110720,23.50067138671875
110721,23.50156021118164
110722,23.50234031677246
110723,23.503023147583008
110724,23.503604888916016
110725,23.504072189331055
110726,23.504405975341797
110727,23.50458335876465
110728,23.504566192626953
110729,23.504295349121094
110730,23.50369644165039
110731,23.502670288085938
110801,23.50104331970215
110802,23.498613357543945
110803,23.495134353637695
110804,23.490184783935547
110805,23.483150482177734
110806,23.473163604736328
110807,23.459012985229492
110808,23.43891143798828
110809,23.410240173339844
110810,23.37075424194336
110811,23.315839767456055
110812,23.23959732055664
110813,23.134788513183594
110814,22.999065399169922
110815,22.83651351928711
110816,22.64899444580078
110817,22.439607620239258
110818,22.211929321289062
110819,21.96992301940918
110820,21.72276496887207
110821,21.476783752441406
110822,21.237964630126953
110823,21.00811767578125
110824,20.7884464263916
110825,20.585386276245117
110826,20.401315689086914
110827,20.23546600341797
110828,20.089481353759766
110829,19.960384368896484
110830,19.844270706176758
110831,19.737594604492188
110901,19.637941360473633
110902,19.543718338012695
110903,19.453371047973633
110904,19.36516571044922
110905,19.277101516723633
110906,19.186796188354492
110907,19.09210968017578
110908,18.990928649902344
110909,18.88132095336914
110910,18.762331008911133
110911,18.633697509765625
110912,18.496309280395508
110913,18.353357315063477
110914,18.206785202026367
110915,18.058780670166016
110916,17.91122817993164
110917,17.766056060791016
110918,17.623559951782227
110919,17.484025955200195
110920,17.350746154785156
110921,17.22171974182129
110922,17.09394073486328
110923,16.965116500854492
110924,16.83431053161621
110925,16.701017379760742
110926,16.562450408935547
110927,16.417774200439453
110928,16.26791763305664
110929,16.111602783203125
110930,15.948376655578613
111001,15.778658866882324
111002,15.603607177734375
111003,15.425122261047363
111004,15.244027137756348
111005,15.059338569641113
111006,14.870226860046387
111007,14.678382873535156
111008,14.485075950622559
111009,14.291857719421387
111010,14.099968910217285
111011,13.910699844360352
111012,13.725205421447754
111013,13.54350757598877
111014,13.366870880126953
111015,13.19920825958252
111016,13.038742065429688
111017,12.883665084838867
111018,12.734058380126953
111019,12.590252876281738
111020,12.453387260437012
111021,12.3225679397583
111022,12.19640064239502
111023,12.073238372802734
111024,11.951239585876465
111025,11.828362464904785
111026,11.702378273010254
111027,11.57094669342041
111028,11.43252944946289
111029,11.284562110900879
111030,11.124897956848145
111031,10.952512741088867
111101,10.766968727111816
111102,10.568120956420898
111103,10.358471870422363
111104,10.138301849365234
111105,9.91608715057373
